assessment_name	assessment_number_questions	assessment_version	question_label	question_text	question_behavioral_trait	question_behavioral_trait_id	question_behavioral_trait_synset	question_direction	question_id	question_datatype	question_options
Scale for the Assessment of Negative Symptoms	27		SANS22	21. Social Inattentiveness	withdrawn (socially)	3892426d-b97e-48bd-a5cf-51589bcf694d	recluse.s.01	positive	1010	INT	positive
Scale for the Assessment of Negative Symptoms	27		SANS23	22. Inattentiveness During Mental Status Training	apathetic	02a0a7b5-f845-4258-86d0-a9747f16a906	apathetic.s.02	positive	1011	INT	positive
Scale for the Assessment of Negative Symptoms	27		SANS24	23. Global Rating of Attention	attentive	2f841e23-7458-4268-9e7f-64b6efa796f5	heedful.a.01	positive	1012	INT	positive
Scale for the Assessment of Negative Symptoms	27		SANS11	11. Global rating of Alogia	alogia	f38ec5a0-043a-49a8-b7df-6b301855f1fc	None	positive	1023	INT	positive
The Scale for the Assessment of Positive Symptoms	37		SAPS_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	179	LONGINT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	180	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	181	LONGINT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS1	1. Auditory Hallucinations	hallucinates (auditory)	39f7aab9-222a-4347-87d7-1fe39ff8df59	hallucinate.v.01	positive	182	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS2	2. Voices Commenting	hallucinates (auditory)	39f7aab9-222a-4347-87d7-1fe39ff8df59	hallucinate.v.01	positive	183	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS3	3. Voices Conversing	hallucinates (auditory)	39f7aab9-222a-4347-87d7-1fe39ff8df59	hallucinate.v.01	positive	184	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS4	4. Somatic or Tactile Hallucinations	hallucinates (tactile)	4980d9ae-5f80-4bbc-a8ff-3f761a9bc6cc	hallucinate.v.01	positive	185	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS5	5. Olfactory Hallucinations	hallucinates (smell)	5d6d26b7-4361-416b-bf38-45bf94913642	hallucinate.v.01	positive	186	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS6	6. Visual Hallucinations	hallucinates (visual)	5e647005-7086-4d8b-adac-ac0313c7b5a7	hallucinate.v.01	positive	187	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS7	7. Global Ratings of Hallucinations	hallucinates	c3a2c0ad-27da-45fe-98ca-739ce496d15a	hallucinate.v.01	positive	188	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS8	8. Persecutory Delusions	delusional	7c05e503-afb3-4d01-ab4c-8c5bbdefbb35	delusional.s.01	positive	189	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS9	9. Delusions of Jealousy	delusional	7c05e503-afb3-4d01-ab4c-8c5bbdefbb35	delusional.s.01	positive	190	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS10	10. Delusions of Guilt or Sin	delusional	7c05e503-afb3-4d01-ab4c-8c5bbdefbb35	delusional.s.01	positive	191	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS11	11. Grandiose Delusions	grandiose	9ad7785a-02e8-47b2-9bd6-db2362d57305	grandiose.s.02	positive	192	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS12	12. Religious Delusions	delusional	7c05e503-afb3-4d01-ab4c-8c5bbdefbb35	delusional.s.01	positive	193	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS13	13. Somatic Delusions	delusional	7c05e503-afb3-4d01-ab4c-8c5bbdefbb35	delusional.s.01	positive	194	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS14	14. Delusions of Reference	delusional	7c05e503-afb3-4d01-ab4c-8c5bbdefbb35	delusional.s.01	positive	195	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS15	15. Delusions of Being Controlled	delusional	7c05e503-afb3-4d01-ab4c-8c5bbdefbb35	delusional.s.01	positive	196	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS16	16. Delusions of Mind Reading	delusional	7c05e503-afb3-4d01-ab4c-8c5bbdefbb35	delusional.s.01	positive	197	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS17	17. Thoughts of Broadcasting	thoughts of broadcasting	3f290b02-d4cf-4377-b844-a71cd36f3cca	schizophrenic.n.01	positive	198	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS18	18. Thought Insertion	thought insertion	1dd25080-5ca7-418c-b8f0-3480a51ab39a	schizophrenic.n.01	positive	199	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS19	19. Thought Withdrawal	thought withdrawal	c6b0adae-15a9-4d2b-aa07-fd089cfb62db	schizophrenic.n.01	positive	200	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS20	20. Global Rating of Delusion	delusional	7c05e503-afb3-4d01-ab4c-8c5bbdefbb35	delusional.s.01	positive	201	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS21	21. Clothing and Appearance	clean	c6f48c19-4472-4e79-85bd-7ff8577d4325	clean.a.01	positive	202	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS22	22. Social and Sexual Behavior	social	2c7ce2e5-5c06-42d4-9a0d-0dde19e63423	social.s.06	positive	203	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS23	23. Aggressive and Agitate Behavior	aggressive	e032f0fd-78d3-42e3-8fd7-0b049466df04	aggressive.s.03	positive	204	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS24	24. Repetitive or Stereotyped Behavior	repetitious	0f8022a8-396b-4af4-981c-defd89eb43a2	repetitive.a.02	positive	205	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS25	25. Global Rating of Bizarre Behavior	strange	83b541e7-a254-43c5-b6ea-518729c5c5a5	strange.a.01	positive	206	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS26	26. Derailment	confusion	abe029ca-62bb-42c6-babb-6df86ccfe88a	confusion.n.02	positive	207	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS27	27. Tangetiality	tangential	0353f0f8-30e0-4f5a-ab2c-25ca6391e877	digressive.s.01	negative	208	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS28	28. Incoherence	incoherent	2a8dee73-5ae3-4d91-9fd8-31bc21eff195	incoherent.a.01	positive	209	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS29	29. Illogicality	logical	5126cced-7dff-4c87-996e-006b85f72e88	coherent.s.02	negative	210	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS30	30. Circumstantiality	tangential	0353f0f8-30e0-4f5a-ab2c-25ca6391e877	digressive.s.01	positive	211	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS31	31. Pressure of Speech	talkative	24e9d4d0-43b6-4021-ac53-61db3a5b6adf	chatty.s.01	positive	212	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS32	32. Distractable Speech	distracted	2237796f-d495-4153-8cf4-cd19d950c86b	distracted.s.01	positive	213	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS33	33. Clanging	clanging	8a6997cf-d68e-400b-a7a3-e20b59ce61e0	None	positive	214	INT	undefined
The Scale for the Assessment of Positive Symptoms	37		SAPS35	35. Inappropriate Affect	blank	82351345-d32f-486a-9fad-2d984de742cd	blank.s.02	positive	216	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	217	LONGINT	undefined
Brief Psychiatric Rating Scale	31		BPRS_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	218	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	219	LONGINT	undefined
Brief Psychiatric Rating Scale	31		BPRS1	1. Somatic Concern	hypochondriac	378e83c0-811e-4c16-afda-4d2ea6d6bc12	hypochondriac.s.01	positive	220	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS2	2. Anxiety	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	221	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS3	3. Depression	depressed	bb471004-22da-47ce-af33-5f367ac71041	gloomy.s.02	positive	222	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS4	4. Suicidality	suicidal	74c0ae95-da1d-40d9-90a2-d7c2c863dd91	self-destructive.s.01	positive	223	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS5	5. Guilt	guilty	2a68fb80-dcd5-4116-a473-30b88f11846c	guilty.s.02	positive	224	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS6	6. Hostility	hostile	f3db4a00-5f28-4963-80af-f04b7dc22250	hostile.a.01	positive	225	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS7	7. Elevated Mood	happy	88cb2f51-b773-428c-b346-25a27ec7a289	happy.a.01	positive	226	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS8	8. Grandiosity	grandiose	9ad7785a-02e8-47b2-9bd6-db2362d57305	grandiose.s.02	positive	227	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS9	9. Suspiciousness	paranoid	4636548c-16c3-45b9-a8dd-8f1a55969677	paranoid.s.01	positive	228	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS10	10. Hallucinations	hallucinates	c3a2c0ad-27da-45fe-98ca-739ce496d15a	hallucinate.v.01	positive	229	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS11	11. Unusual Thought Content	unusual thoughts	f5005f64-c4c2-4f5e-85c3-abaf671b6422	schizophrenic.n.01	positive	230	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS12	12. Bizarre Behavior	strange	83b541e7-a254-43c5-b6ea-518729c5c5a5	strange.a.01	positive	231	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS13	13. Self-neglect	neglecting	79e1c832-668b-439f-b6f3-3af50cf47ccd	fail.v.01	positive	232	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS14	14. Disorientation	disoriented	2f6f7e7c-f024-4183-bd21-38f213a5cbb4	confused.s.03	positive	233	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS15	15. Conceptual Disorganization	confusion	abe029ca-62bb-42c6-babb-6df86ccfe88a	confusion.n.02	positive	234	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS16	16. Blunted Affect	expressive	c90e9779-59f4-4c1b-977b-13f3f8f3b982	expressive.s.01	negative	235	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS17	17. Emotional Withdrawal	withdrawn (emotionally)	536306bb-6fc0-4b5d-86e2-7259240cc1eb	indrawn.s.01	positive	236	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS18	18. Motor Retardation	retardation (psychomotor)	2d01364d-cb15-4203-9ddd-121d51b7c015	slowdown.n.01	positive	237	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS19	19. Tension	tense	d3aad31a-6089-4b3a-aca2-23eb02e34eff	tense.a.01	positive	238	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS20	20. Uncooperativeness	cooperative	6f570adc-d56b-4ab3-a9e8-552ca1d8885b	accommodative.s.02	negative	239	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS21	21. Excitement	excited	e0d67cf8-9167-4afb-abe2-16819d57eb36	delirious.s.02	positive	240	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS22	22. Distractibility	distracted	2237796f-d495-4153-8cf4-cd19d950c86b	distracted.s.01	positive	241	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS23	23. Motor hyperactivity	hyperactive	6ad9a438-ddff-490e-8c03-e9418616fe51	hyperactive.s.01	positive	242	INT	undefined
Brief Psychiatric Rating Scale	31		BPRS24	24. Mannerisms and Posturing	mannerisms	5bf47778-b98a-462c-a1da-6bd0ca6881e1	idiosyncrasy.n.01	positive	243	INT	undefined
Brief Psychiatric Rating Scale	31		SRCPATIENT	Patient	impatient	fe6f9936-dbd6-4ac5-818f-0aa4b5779272	impatient.a.01	negative	244	INT	undefined
Brief Psychiatric Rating Scale	31		ASSESSQSYMPTOM	Symptoms possibly substance-induced	drugs	08e181cf-3540-4ada-99ee-75131a0a1802	drug.v.02	positive	249	INT	undefined
Brief Psychiatric Rating Scale	31		ASSESSQUNCOOPRATIVE	Patient uncooperative	cooperative	6f570adc-d56b-4ab3-a9e8-552ca1d8885b	accommodative.s.02	negative	251	INT	undefined
Brief Psychiatric Rating Scale	31		ASSESSQDISORDER	Difficult to assess due to formal thought disorder	unusual thoughts	f5005f64-c4c2-4f5e-85c3-abaf671b6422	schizophrenic.n.01	positive	252	INT	undefined
Adult Self-Report Scale Screener	9	1.1	ASRS_SID	None	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	318	LONGINT	undefined
Adult Self-Report Scale Screener	9	1.1	ASRS_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	319	INT	undefined
Adult Self-Report Scale Screener	9	1.1	ASRS_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	320	LONGINT	undefined
Adult Self-Report Scale Screener	9	1.1	ASRS_FINALDETAIL	1. How often do you have trouble wrapping up the final details of a project, once the challenging parts have been done	comprehensive	b48b3c24-4031-40af-96be-4b605df6a9e6	comprehensive.a.01	negative	321	INT	undefined
Adult Self-Report Scale Screener	9	1.1	ASRS_ORGANIZE	2. How often do you have difficulty getting things in order when you have to do a task that requires organization	organized	5885cbc5-7849-48d7-9fe2-ba07a3eeefd2	organized.a.02	negative	322	INT	undefined
Adult Self-Report Scale Screener	9	1.1	ASRS_REMAPPOINTMENT	3. How often do you have problems remembering appointments or obligations	forgetful	0b62c78c-6167-406f-8426-cac55d39ba11	unretentive.a.01	positive	323	INT	undefined
Adult Self-Report Scale Screener	9	1.1	ASRS_AVIODSTART	4. When you have a task that requires a lot of thought, how often do you avoid or delay getting started	procrastinate	369be164-0de4-4bec-8b1d-ba0b89fdf21d	procrastinate.v.02	positive	324	INT	undefined
Adult Self-Report Scale Screener	9	1.1	ASRS_FIDGET	5. How often do you fidget or squirm with your hands or feet when you have to sit down for a long time	restless	f50e18d7-84e0-40cf-99ae-543e4cfe4e5e	restless.s.01	positive	325	INT	undefined
Adult Self-Report Scale Screener	9	1.1	ASRS_OVERACTIVE	6. How often do you feel overly active and compelled to do things, like you were driven by a motor	energetic	adae9e15-4dde-4c50-a8b5-be9d6818c997	energetic.a.01	positive	326	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	330	LONGINT	undefined
Hopkins Symptom Checklist	61		HOPKINS_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	331	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	332	LONGINT	undefined
Hopkins Symptom Checklist	61		HOPKINS1	1. Headaches	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	333	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS2	2. Nervousness or shakiness inside	nervous	5d260f59-f24b-4cd6-8e94-f128a3963c7a	nervous.s.01	positive	334	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS3	3. Being unable to get rid of bad thoughts or ideas	rumination	9080f004-c57b-40ad-866f-54b22c2aa112	contemplation.n.02	positive	335	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS4	4. Faintness or dizziness	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	336	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS5	5. Loss of sexual interest or pleasure	horny	d962fd76-54b6-42b7-bd98-cfd51ffc80fb	aroused.s.04	negative	337	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS6	6. Feeling critical of others	critical	862c418c-8325-41e8-bf8e-68a2043b277e	critical.a.07	positive	338	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS7	7. Bad dreams	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	339	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS8	8. Difficulty in speaking when you are excited	excited	e0d67cf8-9167-4afb-abe2-16819d57eb36	delirious.s.02	positive	340	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS9	9. Trouble remembering things	forgetful	0b62c78c-6167-406f-8426-cac55d39ba11	unretentive.a.01	positive	341	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS10	10. Worried about sloppiness or carelessness	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	342	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS11	11. Feeling easily annoyed or irritated	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	343	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS12	12. Pains in the heart or chest	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	344	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS13	13. Itching	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	345	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS14	14. Feeling low in energy or slowed down	lethargic	2da32608-e05d-450f-af3a-be78bf5e69c3	lethargic.a.01	positive	346	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS15	15. Thoughts of ending your life	suicidal	74c0ae95-da1d-40d9-90a2-d7c2c863dd91	self-destructive.s.01	positive	347	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS16	16. Sweating	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	348	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS17	17. Trembling	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	349	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS18	18. Feeling confused	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	350	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS19	19. Poor appetite	eating	a987743d-f626-4240-95e5-83632af2bf5c	eat.v.01	negative	351	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS20	20. Crying easily	sensitive	cfd01fda-0283-4f36-a5e6-9b373effb2c0	sensitive.a.02	positive	352	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS21	21. Feeling shy or uneasy with the opposite sex	self-confident	35b092e6-5278-4937-bc84-eade1b526742	self-assured.s.01	negative	353	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS22	22. A feeling of being trapped or caught	stuck	44bccc67-10be-4e5d-a29c-82bf45f100fa	stuck.a.01	positive	354	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS23	23. Suddenly scared for no reason	scared	7aaddb95-1d33-47b0-aba4-4a2fd506b7fd	frightened.s.01	positive	355	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS24	24. Temper outbursts that you could not control	irritable	d7f4c531-534d-423b-9a20-31cb4a1fbeb2	cranky.s.02	positive	356	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS25	25. Constipation	constipated	e5dc60b2-2177-437a-a6fe-447844a153f2	constipated.a.01	positive	357	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS26	26. Blaming yourself for things	blaming	893413cc-1c4e-4c61-bb64-1e8dfffd04af	blame.v.03	positive	358	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS27	27. Pains in the lower part of your back	backache	68019af7-0642-4ca3-a4f9-b3e97596ec26	backache.n.01	positive	359	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS28	28. Feeling blocked in getting things done	productive	743acdda-4621-4520-93d0-cdc42bc0cdff	productive.a.01	negative	360	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS29	29. Feeling lonely	lonely	499a70c3-4646-4797-ab4e-ba8e0d6f8483	alone.s.02	positive	361	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS30	30. Feeling blue	sad	ebb92f7c-ba4a-47d9-8407-e101a0f933e4	sad.a.01	positive	362	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS31	31. Worrying or stewing about things	worried	af3ded55-72f9-45ff-b8cb-ba31c3b838f1	disquieted.s.01	positive	363	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS32	32. Feeling no interest in things	depressed	bb471004-22da-47ce-af33-5f367ac71041	gloomy.s.02	positive	364	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS33	33. Feeling fearful	scared	7aaddb95-1d33-47b0-aba4-4a2fd506b7fd	frightened.s.01	positive	365	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS34	34. Your feelings being easily hurt	sensitive	cfd01fda-0283-4f36-a5e6-9b373effb2c0	sensitive.a.02	positive	366	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS35	35. Having to ask others what you should do	self-confident	35b092e6-5278-4937-bc84-eade1b526742	self-assured.s.01	negative	367	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS36	36. Feeling others do not understand you or are unsympathetic	misunderstood	6dfda5fc-1649-42a5-88a6-f82236f8f63b	misunderstood.s.01	positive	368	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS37	37. Feeling that people are unfriendly or dislike you	popular	031c7318-2d3d-4494-b3af-36332ceaca6d	popular.a.01	negative	369	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS38	38. Having to do things very slowly in order to insure you were doing them right	deliberate	b87ef4b5-d05e-49e3-a40c-ec7d9864047e	careful.s.03	positive	370	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS39	39. Heart pounding or racing	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	371	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS40	40. Nausea or upset stomach	nauseated	ac0aa581-98ed-4775-9664-2928aa345641	nauseated.s.01	positive	372	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS41	41. Feeling inferior to others	worthless	84864f59-8b22-4eb2-990c-e9afdd66c3bf	worthless.a.01	positive	373	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS42	42. Soreness of your muscles	sore	84df4c89-7cc5-43d3-b205-7e5af4f3a3e1	sensitive.s.04	positive	374	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS43	43. Loose bowel movements	constipated	e5dc60b2-2177-437a-a6fe-447844a153f2	constipated.a.01	negative	375	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS44	44. Difficulty in falling asleep or staying asleep	sleepy	8ef3ce27-572d-403b-b02d-1c8a7acb504a	sleepy.s.01	negative	376	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS45	45. Having to check and DOUBLEcheck what you do	obsessive-compulsive	1216904d-d645-4cde-9401-deec55c95987	obsessive-compulsive.n.01	positive	377	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS46	46. Difficulty making decisions	decisive	400138ee-e432-4564-bc88-58d5941c27e6	decisive.a.03	negative	378	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS47	47. Wanting to be alone	withdrawn (socially)	3892426d-b97e-48bd-a5cf-51589bcf694d	recluse.s.01	positive	379	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS48	48. Trouble getting your breath	breathless	7d46786f-2070-4c00-8017-93997962cb57	breathless.a.01	positive	380	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS49	49. Hot or cold spells	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	381	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS50	50. Having to avoid certain things, places, or activities because they frighten you	scared	7aaddb95-1d33-47b0-aba4-4a2fd506b7fd	frightened.s.01	positive	382	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS51	51. Your mind going blank	blank	82351345-d32f-486a-9fad-2d984de742cd	blank.s.02	positive	383	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS52	52. Numbness or tingling in parts of your body	numb	3dac55a9-c4ee-4c31-99e4-3bda28675505	dead.s.06	positive	384	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS53	53. A lump in your throat	anxious	6b7a4261-dfcd-4cb6-85d4-ebf5ecb6980d	anxious.s.02	positive	385	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS54	54. Feeling hopeless about the future	hopeless	ddb936c0-22cb-4e82-9906-e5372e59d70b	hopeless.a.01	positive	386	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS55	55. Trouble concentrating	attentive	2f841e23-7458-4268-9e7f-64b6efa796f5	heedful.a.01	negative	387	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS56	56. Weakness in parts of your body	weak	0ddf7489-3e3c-476d-8362-0e3076f891d9	weak.a.01	positive	388	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS57	57. Feeling tense or keyed up	tense	d3aad31a-6089-4b3a-aca2-23eb02e34eff	tense.a.01	positive	389	INT	undefined
Hopkins Symptom Checklist	61		HOPKINS58	58. Heavy feelings in your arms or legs	lethargic	2da32608-e05d-450f-af3a-be78bf5e69c3	lethargic.a.01	positive	390	INT	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	397	LONGINT	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	398	INT	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	399	LONGINT	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT1	1. I plan tasks carefully.	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	positive	400	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT2	2. I do things without thinking.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	401	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT3	3. I make up my mind quickly.	decisive	400138ee-e432-4564-bc88-58d5941c27e6	decisive.a.03	positive	402	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT4	4. I am happy-go-lucky.	happy	88cb2f51-b773-428c-b346-25a27ec7a289	happy.a.01	positive	403	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT5	5. I don't pay attention.	attentive	2f841e23-7458-4268-9e7f-64b6efa796f5	heedful.a.01	negative	404	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT6	6. I have racing thoughts.	rumination	9080f004-c57b-40ad-866f-54b22c2aa112	contemplation.n.02	positive	405	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT7	7. I plan trips well ahead of time.	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	positive	406	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT8	8. I am self-controlled.	controlled	c6c994db-f9e7-4f59-a60a-74a1bb9153d3	control.v.01	positive	407	DOUBLE	undefined
